,District_Name,Market_Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Date
1765,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,12 Mar 2020
1766,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,11 Mar 2020
1767,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,09 Mar 2020
1768,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,08 Mar 2020
1769,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,07 Mar 2020
1770,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,05 Mar 2020
1771,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,04 Mar 2020
1772,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,03 Mar 2020
1773,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,02 Mar 2020
1774,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,01 Mar 2020
1775,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,29 Feb 2020
1776,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,28 Feb 2020
1777,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,27 Feb 2020
1778,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,26 Feb 2020
1779,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,25 Feb 2020
1780,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,24 Feb 2020
1781,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,23 Feb 2020
1782,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,22 Feb 2020
1783,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,20 Feb 2020
1784,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,19 Feb 2020
1785,Agra,Samsabad,Potato,Local,FAQ,850,1000,900,18 Feb 2020
1786,Agra,Samsabad,Potato,Local,FAQ,750,900,800,17 Feb 2020
1787,Agra,Samsabad,Potato,Local,FAQ,750,900,800,16 Feb 2020
1788,Agra,Samsabad,Potato,Local,FAQ,750,900,800,15 Feb 2020
1789,Agra,Samsabad,Potato,Local,FAQ,750,900,800,12 Feb 2020
1790,Agra,Samsabad,Potato,Local,FAQ,750,900,800,11 Feb 2020
1791,Agra,Samsabad,Potato,Local,FAQ,700,900,800,10 Feb 2020
1792,Agra,Samsabad,Potato,Local,FAQ,700,900,800,09 Feb 2020
1793,Agra,Samsabad,Potato,Local,FAQ,700,900,800,08 Feb 2020
1794,Agra,Samsabad,Potato,Local,FAQ,700,900,800,07 Feb 2020
1795,Agra,Samsabad,Potato,Local,FAQ,700,900,800,06 Feb 2020
1796,Agra,Samsabad,Potato,Local,FAQ,700,900,800,05 Feb 2020
1797,Agra,Samsabad,Potato,Local,FAQ,700,900,800,04 Feb 2020
1798,Agra,Samsabad,Potato,Local,FAQ,700,900,800,03 Feb 2020
1799,Agra,Samsabad,Potato,Local,FAQ,700,850,800,02 Feb 2020
1800,Agra,Samsabad,Potato,Local,FAQ,700,850,800,01 Feb 2020
1801,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,30 Jan 2020
1802,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,29 Jan 2020
1803,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,28 Jan 2020
1804,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,27 Jan 2020
1805,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,26 Jan 2020
1806,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,25 Jan 2020
1807,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,23 Jan 2020
1808,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,22 Jan 2020
1809,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,21 Jan 2020
1810,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,20 Jan 2020
1811,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,19 Jan 2020
1812,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,18 Jan 2020
1813,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,16 Jan 2020
1814,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,15 Jan 2020
1815,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,14 Jan 2020
1816,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,13 Jan 2020
1817,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,12 Jan 2020
1818,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,11 Jan 2020
1819,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,09 Jan 2020
1820,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,08 Jan 2020
1821,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1100,07 Jan 2020
1822,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,06 Jan 2020
1823,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,05 Jan 2020
1824,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,04 Jan 2020
1825,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,02 Jan 2020
1826,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,01 Jan 2020
1827,,,,,,,,,
1828,,,,,,,,,
1829,,,,,,,,,
1830,,,,,,,,,
1831,,,,,,,,,
1832,,,,,,,,,
1833,,,,,,,,,
1834,,,,,,,,,
1835,,,,,,,,,
1836,,,,,,,,,
1837,,,,,,,,,
1838,,,,,,,,,
1839,,,,,,,,,
1840,,,,,,,,,
1841,,,,,,,,,
1842,,,,,,,,,
1843,,,,,,,,,
1844,,,,,,,,,
1845,,,,,,,,,
1846,,,,,,,,,
1847,,,,,,,,,
1848,,,,,,,,,
1849,,,,,,,,,
